id,location,text,target
1366908,defensar la república !,RT @guardiannews: Germans embrace fresh air to ward off coronavirus https://t.co/bMaOCkzcIy,0
1366909,"Calgary, Alberta","R0 is important, but the “K” factor is most intriguing #COVID19 
https://t.co/cUrhako64h",1
1366910,美濃国,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366911,"Here, there, and everywhere",RT @guardiannews: Germans embrace fresh air to ward off coronavirus https://t.co/bMaOCkzcIy,0
1366912,"Everywhere and nowhere, baby.",RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1366913,The Guardian,"RT @DeborahSuggRyan: Young people as diligent about Covid measures as older peers, survey finds https://t.co/Hh9fFwiI85",0
1366914,,Nearly Two-Thirds Of U.S. Households Struck By COVID-19 Face Financial Trouble https://t.co/IgAZtK76pe,1
1366915,The Beautiful Black Country,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1366916,"Massachusetts, USA",https://t.co/aAuzTqmVnb,1
1366917,Carrick-on-Shannon,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1366918,Pacific Northwest,"RT @guardian: Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/hbd5MUIkqc",0
1366919,"Ontario, Canada","RT @BestStephen: Meanwhile in Canada? If Switzerland can do it, Canada can.
https://t.co/Mimw22aC3k",0
1366920,,It's like they've dug her up all over again https://t.co/qEynhY76A7,0
1366921,,"RT @jayohday: In the pandemic, working parents — especially moms — are reaching a breaking point via @NPR https://t.co/NU07s8zkji",1
1366922,Libya,RT @guardian: Trump and Biden face off in first presidential debate – watch and follow live https://t.co/IUYOZinjzn,0
1366923,لكل عراقي حتى لو يزعل,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366924,Washington D.C,"Clashes erupt as thousands attend anti-lockdown protests in London 
#lockdown 
#BloodySunday 
https://t.co/Ktv6Q4dgcj",0
1366925,"Cambridge, MA",".@Disney announced it will lay off 28,000 theme-park division employees. The news demonstrates the devastating impact of #COVID19 on the entertainment industry. @zeitchikWaPo reports for @washingtonpost. https://t.co/3XKhD2YTxc",1
1366926,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366927,"St Louis, MO","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366928,Liverpool ,"Caring sharing compassionate Conservatives &gt; 
https://t.co/pKH3tB84v9",0
1366929,,"@jackandpeach @SpeakerPelosi @RepDebHaaland @NormaJTorres here is am stickler in the stimulus the house passed in April that Senate refuses to vote on

https://t.co/YDXvCphK06",1
1366930,"Hackney Wick, east London, UK","Actual scientist, Angela Merkel says embrace fresh air to ward off coronavirus https://t.co/3uU2rbto72",0
1366931,"Washington, DC","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366932,"Washington, DC","“Nothing — including the novel coronavirus — should stand in the way of Americans exercising their right to vote. We are confident the nation will overcome this year’s challenges and conduct free and fair elections,” write @TomDaschle &amp; @bfrist https://t.co/J3TpMDLBzn",1
1366933,Arizona,"How genetic science helped expose a secret coronavirus outbreak in Postville, Iowa &amp; Agri Star Meat &amp; Poultry. Iowa failed their constitutents &amp; Agri Star failed their workers. #transparency #OSHA #COVID19  https://t.co/N61zRrpuzU",1
1366934,"Berlin, Deutschland",RT @guardianscience: Germans embrace fresh air to ward off coronavirus https://t.co/u2aIcbLKH3,0
1366935,,"'Anti-democratic law': Israel bans mass protests as Covid lockdown tightens

https://t.co/9r3wbaMJN7",0
1366936,Estonia,"Once again, @zeynep being brilliant:  By now many people have heard about R0. But to really understand the mysteries of the pandemic, we need to think about a different variable: k. https://t.co/9pR8N2fioX",1
1366937,,"RT @kevinernste: @business In related news, I hear the newest Harley is going to be called the *Superspreader*!

https://t.co/HD593FrvQM ht…",1
1366938,"Comunidad de Madrid, España",RT @charors: La incompetencia de los políticos españoles puede ser tan mortal como la COVID-19 https://t.co/EAiiIs8ATY,1
1366939,"Copenhagen, Denmark",CC @accidentalp https://t.co/chUeMWF4CT https://t.co/I6mKWlPENU,0
1366940,"Baltimore, MD, USA",.@DrRobertCGallo  joined @NPR to discuss the impact live vaccines can have on the body and the role they could play in combating the #COVID19 pandemic: https://t.co/jkuw8xrP5t,1
1366941,,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1366942,Oldemarkt,Germans embrace fresh air to ward off coronavirus https://t.co/CfF6cxjMN5,0
1366943,,RT @svillapol: Germans embrace fresh air to ward off coronavirus https://t.co/1l5aaA7oRM,0
1366944,,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1366945,,"""Political intrusion only prolongs the pandemic and erodes our public health institutions"" At least they identify the White House and DHHS Secretary Azar as sources of the dangerous political intrusion on the FDA https://t.co/uXpq4wyLei",1
1366946,Erehwemos in Sussex,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1366947,"Pembroke Pines, FL","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366948,"Camp Hill, PA","These are 9 hot startups that will influence the future of travel and logistics after COVID-19, according to Europe's Target Global. #Future #Startups https://t.co/1DI7sZ9nzS",1
1366949,"Free Palestine, #Palestine",https://t.co/KZMxFRWsyx,0
1366950,"Edinburgh, Scotland","Fascinating!!! Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/pcUO1PzBuc",0
1366951,"Washington, D.C.",The coronavirus-induced recession has demolished minority and low-income workers — and barely touched the wealthy.  https://t.co/luKqyNGddb,1
1366952,,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1366953,UK,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1366954,Monaco,Dr. Mengele 's idea? https://t.co/GJZnnOPaRz,0
1366955,Los Angeles,Biden tells white supremacist groups to 'cease and desist' after Trump's debate 'embarrassment' https://t.co/nD0uskwRqy,0
1366956,,Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/bgXQQaUYAC,0
1366957,,"'Only time will tell': Russia places huge bet on Covid vaccine

https://t.co/7kk3JWQKVd",0
1366958,España,"Los alemanes han llegado a la conclusión que hay que ventilar las aulas cada 15-20 minutos durante 5 minutos (en primavera y otoño) y durante 3 minutos en invierno. ¿Qué maestro va a estar haciendo eso? Ya contesto yo: Ninguno.
https://t.co/ktKcDPDpzr",0
1366959,"Seattle, WA","Remdesivir may not cure coronavirus, but it’s on track to make billions for Gilead https://t.co/Eiam3G5us7",1
1366960,Brooklyn,RT @blaseball: https://t.co/W0nreDGhZ9,1
1366961,"Market Rasen, England",Who are all these people who have ignored the plight of the poor until it hit them in the face? “My experience with the universal credit system has … left me aghast at what the most vulnerable in our society have to go through.” https://t.co/mfZf8Rnp5D,0
1366962,"London, England","Bit of a long read but really interesting theories in terms of why different places that appear to have very similar characteristics are having very different outcomes.

https://t.co/iwJn4Dpftf",1
1366963,"Columbus, OH","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366964,Cardiff,RT @guardianscience: Germans embrace fresh air to ward off coronavirus https://t.co/u2aIcbLKH3,0
1366965,"Berlin, Germany","RT @tilmanbrueck: Young people as diligent about Covid measures as older peers, @LwC_survey finds https://t.co/wcTL30l9Cx @ISDCBerlin @UNUW…",0
1366966,"California, USA","RT @JoeNBC: Covid has accelerated many trends, including the dangerous divide between the rich and poor in America.  https://t.co/TZF6XV02IR",1
1366967,,"RT @DNCWarRoom: Trump is once again ignoring experts and putting his ego ahead of public health.

https://t.co/wEcaOjUyEH",1
1366968,"Atlanta, GA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366969,"Seattle, WA","But what about the logistics and supply chain management, he yelled into the void...

https://t.co/i4tHjHeX3U",1
1366970,Buenos Aires,"Geneva to introduce minimum wage of £3,500 a month https://t.co/WbLwEfrxhS",0
1366971,"Washington, DC","Seven months into the recovery, Black women, Black men and mothers of school-age children are taking the longest time to regain their employment. ⁦@washingtonpost⁩  https://t.co/Yp7KaVbBRG",1
1366972,Motown USA,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366973,"Sacramento, CA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366974,Tacoma Wept ,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366975,"Las Vegas, NV","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366976,Thinkstan,"Geneva to introduce minimum wage of £3,500 a month https://t.co/Rrks97PpER",0
1366977,,"Instead of forcing everyone inside for months at a time, you could force only the infected people and their contacts into hotels, like https://t.co/Ga9OxGrbsQ, but for infected people - like https://t.co/CXklNFEAwq
That story was on the 24th of February",1
1366978,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366979,"Manchester, UK","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366980,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366981,Los Angeles,"RT @RRalstonAgile: Remdesivir may not cure coronavirus, but it’s on track to make billions for Gilead https://t.co/Eiam3G5us7",1
1366982,"West Coast, USA","Less than 50% of Americans would take Covid-19 vaccine, even if they were paid $100 – poll — RT USA News https://t.co/UxPTwRVqb1",0
1366983,Canada,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366984,Guildford and Paisley,"Keep all your windows open :
https://t.co/hXrOY6hOLV",0
1366985,"Bristol, England, Europe",RT @IanByrneMP: Covid-hit Merseyside economy 'may collapse without funding' https://t.co/4BR7kEbWJe,0
1366986,"Costa Mesa, CA","Zen celebrates Quimberly Villamer and the other healthcare workers who put their lives on the line every day to beat COVID-19. 
https://t.co/w324gUhGVG",1
1366987,N 42°15' 0'' / W 70°50' 0'',https://t.co/0EbRA2ukqW,1
1366988,"Long Beach, CA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366989,,"“Donald Trump destroys everything he touches....He has left the country a shambles with his handling of the pandemic. And on Tuesday, he showed that if he cannot prevail, he is prepared to shatter our democracy.”

https://t.co/Li9v5p3fB1",1
1366990,,RT @golub: Большинство больных ковидом не заразны https://t.co/5E8CysjZ8X https://t.co/LGiWmSV1EO,1
1366991,,Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oE1aI8EXKM,0
1366992,"Detroit, MI","Trump plans big Wisconsin rallies despite White House task force calls for ‘maximal’ social distancing in the state

https://t.co/Td4soJLNWQ",1
1366993,"New Haven, CT","Juggling Financial Stress And Caregiving, Parents Are 'Very Not OK' In The Pandemic https://t.co/KVoYOLrtDB",1
1366994,Moab,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366995,Saarbrücken,RT @guardiannews: Germans embrace fresh air to ward off coronavirus https://t.co/bMaOCkzcIy,0
1366996,Saudi Arabia,Hillary Clinton to say at DNC: 'Vote like our lives and livelihoods are on the line' – as it happened https://t.co/rtEQnbM0WL,0
1366997,"West Chester, PA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1366998,London,"Well of course the UK is helping the poor to be first in line for the C-19 vaccines! What a disgrace.
https://t.co/o6L1lC1Zfj",0
1366999,,#Trump plans mass events in #Wisconsin where White House task force calls for social distancing. #wiunion https://t.co/mgfkbQI0oB,1
1367000,,"Young people as diligent about Covid measures as older peers, survey finds https://t.co/YSpfJXp52k",0
1367001,"Houston, TX","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367002,meh,Germans embrace fresh air to ward off coronavirus https://t.co/YjOei7xrdM,0
1367003,"Georgia, USA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367004,,Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/vOnOnLhK6p,0
1367005,"West Coast, USA","No jab, no movement? UK MP pushes mandatory Covid-19 vaccination for travel, suggests army should oversee rollout — RT UK News https://t.co/EALAL09vth",0
1367006,Ipswich,RT @LGA_Labour: Newcastle council chief hits out at 'confusing and contradictory' Covid rules https://t.co/FA0BpaMvMu,0
1367007,Germany,"RT @GermanyXP: If there's one thing Germans know how to do, it's airing out rooms...

https://t.co/673QAPlKCw",0
1367008,"Washington, D.C.","ICYMI: More than $6 billion in Operation Warp Speed money is going to COVID-19 vaccine companies through a firm that manages defense contracts, shielding the deals from typical oversight and disclosure. @slupkin has the details. https://t.co/dcHfpwpurK",1
1367009,New York CIty,https://t.co/0YsWr4z2PI,0
1367010,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367011,Manchester city ,"tory council leader condemns PM's 'unacceptable' Covid restrictions
#coronavirusbriefing 
#coronavirus 
https://t.co/aUQC44vkyZ",0
1367012,,Newcastle council chief hits out at 'contradictory' Covid rules https://t.co/TY2tA2T7GX,0
1367013,Brooklyn,RT @GI_NewYork: Lüften!! https://t.co/pcdLWsgJ1Z,0
1367014,Nationwide,"Geneva is to introduce a minimum wage of almost £3,500 a month, reported to be the highest in the world, after locals approved the measure in a surprise vote result sparked by reports of growing coronavirus-linked poverty in the Swiss city.
 https://t.co/GoF7CHPbSK",0
1367015,"Baltimore, Maryland USA","Zeynep Tufekci's new article in the Atlantic has insights on how COVID-19 spreads and can be managed. It covers many less familiar concepts: overdispersion, super-spreading characteristics, k vs. Rt, backward tracing, and test sensitivity vs. selectivity.
https://t.co/SIhhFskxoF",1
1367016,"North Carolina, USA @UNC BA JD","Is this the end of the romance?  ""Addressing his comments last night on the Proud Boys, Trump claimed he did not know who the extremist far-right group was.
'I don’t know who the Proud Boys are,' Trump said. “Whoever they are, they need to stand down.'”  https://t.co/EIUEjvGlyY",0
1367017,Norwich,"RT @GermanyXP: If there's one thing Germans know how to do, it's airing out rooms...

https://t.co/673QAPlKCw",0
1367018,The Netherlands,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1367019,London,RT @chrisapplegate: CC @accidentalp https://t.co/chUeMWF4CT https://t.co/I6mKWlPENU,0
1367020,the Gulf Coast,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367021,Cheltenham,"“Regular impact ventilation in all private and public rooms can considerably reduce the danger of infection,” the government’s recommendation explains. https://t.co/NJFdYMBm7G",0
1367022,United Kingdom,"RT @CarriePaechter: Take note, people.
Young people as diligent about Covid measures as older peers, survey finds https://t.co/2VCCi2IWMJ",0
1367023,Spaceship Earth,"RT @DamonMercy: Some interesting Covid data without the usual political BS.
https://t.co/mIOUzKFS0Q",1
1367024,,'This Is Too Much': Working Moms Are Reaching The Breaking Point During The Pandemic https://t.co/lKbkOB5lyH,1
1367025,Plymouth,RT @chrisapplegate: CC @accidentalp https://t.co/chUeMWF4CT https://t.co/I6mKWlPENU,0
1367026,"Crematoria, CA","Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/wfnuEXfL3W via @Inoreader",0
1367027,"Bath, England",https://t.co/QF9MFYXUQV,1
1367028,,"@realDonaldTrump @POTUS 
These charts show how little Trump actually did for our economy after taking office. Obama brought us back - steadily - from an economic disaster - not Trump. Trump is incapable of handling any crisis - economic or a pandemic. https://t.co/oKMGmLMHeu",1
1367029,"Hawaii, USA","RT @kevinernste: @business In related news, I hear the newest Harley is going to be called the *Superspreader*!

https://t.co/HD593FrvQM ht…",1
1367030,he/hem,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367031,"Crematoria, CA",Biden tells white supremacist groups to 'cease and desist' after Trump's debate 'embarrassment' – live https://t.co/ATr4UldHZW via @Inoreader,0
1367032,"New York, NY","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367033,Berlin,Germans embrace fresh air to ward off coronavirus https://t.co/sbmL4iuSiq,0
1367034,Derry,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1367035,Munich,There are many steps one must take on the road to becoming German. Understanding the concept of lüften is one of THE most important. I have panic attacks in hotels where I can’t open the windows.  https://t.co/dYNCx0SS1B,0
1367036,Köln,"RT @connollyberlin: Germans embrace fresh air to ward off coronavirus | Germany | The Guardian https://t.co/Snd3fCAo0F",0
1367037,Argentina,De esto y otras cosas relacionadas hablamos hace poco con ⁦@ManesF⁩ en vivo por el Facebook de ⁦@FundFavaloro⁩. Invito a los q no lo vieron #DistanciaFísicaNoSocial What is psychological first aid and how do i practice it? - The Washington Post https://t.co/1mvbqoxzum,1
1367038,,"Neanderthal genes increase risk of serious Covid-19, study claims

https://t.co/WymWxeBP9Y",0
1367039,,RT @monacochick: Dr. Mengele 's idea? https://t.co/GJZnnOPaRz,0
1367040,,Πότε θα έχουμε εμβόλιο; #COVID19 #κορονοϊος   https://t.co/VkdhWbr8X1,0
1367041,"Liverpool, United Kingdom.","RT @guardian: Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/hbd5MUIkqc",0
1367042,,"@Win2020Red @ShawnG927 @JoeBiden @BarackObama another lie President Trump @realDonaldTrump did nothing for covid19
time warp
PAID #bidenrioters 
sick of democRATS 
#PressStuckOnStupid 
https://t.co/mJ6TTTAmbT",1
1367043, MEL (via US) rtw ≠ endorse ,RT @HollyBlomberg: We’re looking at COVID19 control the wrong way https://t.co/wIRdHXDGrL,1
1367044,,RT @Give_Me_TheJist: @JackieIam2U @realryanhartwig Is this what you mean? - https://t.co/PfhLPBdjuw,0
1367045,"Washington, DC","As a former FDA official, I’m extremely proud that 7 commissioners from both sides of the aisle have taken a strong stand in defense of science &amp; this vital agency. 🧵[1/3] https://t.co/ez1pQ56ruv",1
1367046,"Denver, CO","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367047,"Covntri, Ñgḷnd",Biden tells white supremacist groups to 'cease and desist' after Trump's debate 'embarrassment' – live https://t.co/S5uJs59zJ5,0
1367048,SARF East London,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1367049,Montreal,"RT @Justin_Ling: A dense read, but incredibly interesting. https://t.co/Z6UoIB2j81",1
1367050,"Strasbourg, France",Covid-19 tests that give results in minutes to be rolled out across world https://t.co/aGZLrSpxi8,0
1367051,,"@paulsperry_ @realDonaldTrump Even the smartest person cannot remember all their own lies. What chance does an imbecile have?
https://t.co/6OmyZDX25u",1
1367052,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367053,,"RT @picocog: Neanderthal genes increase risk of serious Covid-19, study claims | Science | The Guardian https://t.co/gLw421trov",0
1367054,"Düsseldorf, Germany",Fresh air / Lüften really is a national obsession in Germany https://t.co/TqcSJSAffH,0
1367055,,"@paulsperry_ @realDonaldTrump Even the smartest person cannot remember all their own lies. What chance does an imbecile have?
https://t.co/6OmyZDX25u",1
1367056,,"@paulsperry_ @realDonaldTrump Even the smartest person cannot remember all their own lies. What chance does an imbecile have?
https://t.co/6OmyZDX25u",1
1367057,,"RT @DeborahSuggRyan: Young people as diligent about Covid measures as older peers, survey finds https://t.co/Hh9fFwiI85",0
1367058,,"RT @guardian: Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/hbd5MUIkqc",0
1367059,Under my desk,"Hundreds of thusands who lost jobs in the pandemic denied Universal Credit | https://t.co/Oq6lHoCMcA",0
1367060,,"Lüften becomes a key ingredient in Germany’s #COVID19 response, embracing a scientific approach that we all envy: https://t.co/0uFXCnamyX",0
1367061,"London, England",https://t.co/m8rtoGBqoh,0
1367062,"Atlanta, GA","“When children are denied access to health services because the system is overrun, and when women are afraid to give birth at the hospital for fear of infection, they, too, may become casualties of #COVID-19.” - @unicefchief  | via @washingtonpost https://t.co/cuLx3CnYzR",1
1367063,United Kingdom,RT @guardiannews: Germans embrace fresh air to ward off coronavirus https://t.co/bMaOCkzcIy,0
1367064,London,“Ventilating rooms has been added to the German government’s formula for tackling coronavirus” https://t.co/sDVSBS5GRJ,0
1367065,"Brooklyn, NY","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367066,"Canterbury, England",RT @imagine8: Care home coronavirus outbreaks cast doubt on official PHE data https://t.co/06N2XgU5co,0
1367067,chgo,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367068,they/he,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367069,"London, United Kingdom",RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1367070,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367071,"Orlando, FL","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367072,"Chimbarongo, Chile","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367073,"Boston, MA","So much is unfair about the #Covid19 pandemic but this really is awful. At one end of the economic scale people are gaining weight, saving money, doing home renovations. At the other, people are struggling to find work, feed their families. https://t.co/oLZr4V5Irs",1
1367074,"Monona, WI","Ahead of Trump's Green Bay, WI rally this weekend, the hospital in town said they are at 94% capacity as COVID cases continue to spike, per @washingtonpost.

Wisconsin has the 3rd highest rate of new cases in the country, at 2.6x the national average.
https://t.co/EgACUFvI9b",1
1367075,"Philadelphia, PA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367076,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367077,,Vaccine Chaos Is Looming. https://t.co/e1dFFy1Qhk,1
1367078,,"@LBC Would fit in with an isolated super spreader. Which also explains north Italy being different to the south and the clusters in uk. Some people may not spread covid either. 

https://t.co/eVXp1teXkw",1
1367079,"New Orleans, LA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367080,Crushin' it! PNW forever! ,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367081,mumbai,"RT @prasannavishy: Covid: UK spent £569m on 20,900 ventilators but most remain unused https://t.co/SMHJAGQKio",0
1367082,,https://t.co/evCeOyeehT,1
1367083,"Los Angeles, CA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367084,"Bucureşti, România","RT @guardian: Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/hbd5MUIkqc",0
1367085,Utah,"The Atlantic does it again.
https://t.co/Vywr9Bq3dA",1
1367086,,"Geneva to introduce minimum wage of £3,500 a month

https://t.co/ZrK93fpYee",0
1367087,Nambia ,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367088,New York City,"@realDonaldTrump #TrumpKnew 
#TrumpVirus 
#TrumpGenocide 
#TrumpLiesPeopleDie 
#TrumpIsAPos 
https://t.co/EqTyrSccBY",1
1367089,,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1367090,"Salford, England","KAG2020 #MAGA2020 #TrumpTrain
@JpcollinsH
@Adell43600342
@Bluesky61956318
@elmarie_west
@theplains6
@atvguy
@Nina888881
@BanfordBilly
@EddyOsullivan3 
https://t.co/JD96tOeCGU",0
1367091,"Oxford, England",RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1367092,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367093,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367094,"Hammersmith, London",RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1367095,Left Coast,"How did I not know about this?

https://t.co/DabvcoorsI",1
1367096,Newcastle-upon-Tyne,"Newcastle council chief hits out at 'contradictory' Covid rules | World news | The Guardian  🤷🏻‍♀️ https://t.co/A9hikRwmWd",0
1367097,,RT @chrischirp: Great initiative from Germany https://t.co/nN1NvzkpIv,0
1367098,"Los Angeles, CA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367099,"The Rock, PNW","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367100,"Leiden, Nederland",https://t.co/00DWWNz8VR,1
1367101,"Washington, DC",The pandemic will likely make America's eviction crisis even worse https://t.co/n0uhi6J0hh,1
1367102,"Northridge, Los Angeles","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367103,Basque Country,"Germans embrace fresh air to ward off coronavirus | Germany | The Guardian https://t.co/YRt32XgfAP",0
1367104,"West Coast, USA",US’ failure to recognize Cuba’s medical efforts during Covid is due to an innate fear of linking socialism with anything positive — RT Op-ed https://t.co/QINrlL3XFF,0
1367105,"Bristol, TN",The covid recession economically demolished minority and low income workers and barely touched the wealthy - Washington Post. #COVID19 #EconomicInjustice  https://t.co/A0roHX4dg8,1
1367106,,RT @Alicia_Smith19: K: The Overlooked Variable That's Driving the Pandemic  https://t.co/Gr2JrXJ4m6,1
1367107,floating in a most peculiar way,"Also, if you suspect that I went to the trouble of writing ~5000 words on overdispersion so I could type ""the mean is not the message"", I admit nothing.  https://t.co/59YgSSHdEZ https://t.co/0pzV7h2ALa",1
1367108,Bay Area,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367109,London,"Hundreds of thousands who lost jobs in #plandemic denied universal credit!
https://t.co/rHWXsXSvjd",0
1367110,"Thornton in Bradforddale, UK ","RT @ProfDaveAndress: I really hope none of these people voted for the Leopards Eating People's Faces Party.

https://t.co/qI8y7sVkvV https:…",0
1367111,"London, England","Take care, Neanderthals!
https://t.co/NxExI5LY39",0
